ID;Sigla;Nome;Palavra-chave;Método;Complemento;Região do corpo;Incidência;Material
6752;HIVURG;Retrovírus, Anticorpos totais, Hospitais, soro;Retrovírus;;Anticorpos totais, Hospitais;;;soro
6753;AVHCURG;Hepatite C, Anticorpos, Hospitais, soro;Hepatite C;;Anticorpos, Hospitais;;;soro
6754;RUBIGGURG;Rubéola, Anticorpo IgG, Hospitais, soro;Rubéola;;Anticorpo IgG, Hospitais;;;soro
6755;RUBIGMURG;Rubéola, Anticorpo IgM, Hospitais, soro;Rubéola;;Anticorpo IgM, Hospitais;;;soro
6756;TOXOIGGURG;Toxoplasma gondii, Anticorpo IgG, Hospitais, soro;Toxoplasma gondii;;Anticorpo IgG, Hospitais;;;soro
6757;TOXOIGMURG;Toxoplasma gondii, Anticorpo IgM, Hospitais, soro;Toxoplasma gondii;;Anticorpo IgM, Hospitais;;;soro
6758;CITOIGGURG;Citomegalovírus, Anticorpo IgG, Hospitais, soro;Citomegalovírus;;Anticorpo IgG, Hospitais;;;soro
6759;CITOIGMURG;Citomegalovírus, Anticorpo IgM, Hospitais, soro;Citomegalovírus;;Anticorpo IgM, Hospitais;;;soro
6761;MONOGURG;Epstein-Barr Vírus, Anticorpo IgG, Hospitais, soro;Epstein-Barr Vírus;;Anticorpo IgG, Hospitais;;;soro
6762;MONOMURG;Epstein-Barr Vírus, Anticorpo IgM, Hospitais, soro;Epstein-Barr Vírus;;Anticorpo IgM, Hospitais;;;soro
6763;TTPACASCPR;Tempo de tromboplastina pacial ativada, teste rápido, para Hospit, sangue total;Tempo de tromboplastina pacial ativada;;teste rápido, para Hospit;;;sangue total
6764;PETCTGA68;PET-CT, com Gálio-68;;PET-CT;com Gálio-68;;;
6765;USCAROTECO;Ultrassonografia das carótidas e ecocardiograma, bidimensional, com doppler;;Ultrassonografia das carótidas e ecocardiograma;bidimensional, com doppler;;;
6767;MUTMIELO;Painel de mutações, de neoplasias mieloides, Vários Materiais;Painel de mutações;;de neoplasias mieloides;;;
6768;RMCOLLOMBAR;Ressonância magnética, coluna lombar;;Ressonância magnética;;coluna lombar;;
6770;QPNEUJIROPCR;Pneumocystis Jirovecii, PCR Quantitativo, Vários Materiais;Pneumocystis Jirovecii;;PCR Quantitativo;;;
6771;TXIMAGEM;Taxa para exames de imagem;Taxa para exames de imagem;;;;;
6772;DOMENF;Taxa de atendimento domiciliar, enfermagem;Taxa de atendimento domiciliar;;enfermagem;;;
6773;DOMESP;Taxa de atendimento domiciliar, especial;Taxa de atendimento domiciliar;;especial;;;
6774;RMDEFECO;Defecograma, por Ressonância magnética;;Defecograma;por Ressonância magnética;;;
6775;TPROCASCPR;Protrombina, Tempo de, teste rápido, para Hospitais, sangue total;Protrombina;;Tempo de, teste rápido, para Hospitais;;;sangue total
6776;ECGCARD;Eletrocardiograma, de repouso, CI-Cardio Neuro;;Eletrocardiograma;de repouso;;CI-Cardio Neuro;
6777;ECOBIDOCARD;Ecocardiograma bidimensional, com Doppler, CI-Cardio Neuro;;Ecocardiograma bidimensional;com Doppler;;CI-Cardio Neuro;
6778;ECOCARDCARD;Ecocardiograma bidimensional, com Mapeamento de fluxo a cores, CI-Cardio Neuro;;Ecocardiograma bidimensional;com Mapeamento de fluxo a cores;;CI-Cardio Neuro;
6779;HOLTERCARD;Holter, de 24 horas, CI-Cardio Neuro;;Holter;de 24 horas;;CI-Cardio Neuro;
6780;RMABSUPCARD;Ressonância magnética, abdomen superior, CI-Cardio Neuro;;Ressonância magnética;;abdomen superior;CI-Cardio Neuro;
6782;RXTORAX2CARD;Raios X, tórax, F+P, CI-Cardio Neuro;;Raios X;;tórax;F+P, CI-Cardio Neuro;
6784;TCPCARD;Teste cardiopulmonar, CI-Cardio Neuro;;Teste cardiopulmonar;;;CI-Cardio Neuro;
6785;TERGOCARD;Eletrocardiograma, de esforço, CI-Cardio Neuro;;Eletrocardiograma;de esforço;;CI-Cardio Neuro;
6786;USCAROTDCARD;Ultrassonografia, com Doppler, carótidas, CI-Cardio Neuro;;Ultrassonografia;com Doppler;carótidas;CI-Cardio Neuro;
6788;ERGMIBICARD;Cintilografia de perfusão do miocárdio, associada ao Teste ergométrico, CI-Card;;Cintilografia de perfusão do miocárdio;associada ao Teste ergométrico;;CI-Card;
6791;ACLATPROTV;Ácido Láctico, para protocolo de urgência, sangue venoso;Ácido Láctico;;para protocolo de urgência;;;sangue venoso
6792;ALDOSTCAP;Aldosterona, após estímulo de captopril, soro;Aldosterona;;após estímulo de captopril;;;soro
6794;AVALMIOCARDIO;Avaliação das doenças do miocárdio, CI-Cardio Neuro;;Avaliação das doenças do miocárdio;CI-Cardio Neuro;;;
6795;ESTRATIATERO;Estratificação de risco para aterosclerose, CI-Cardio Neuro;;Estratificação de risco para aterosclerose;CI-Cardio Neuro;;;
6796;AVALCORONARIA;Avaliação de doença coronária, CI-Cardio Neuro;;Avaliação de doença coronária;CI-Cardio Neuro;;;
6797;ONCOECORACAO;Oncologia e coração, CI-Cardio Neuro;;Oncologia e coração;CI-Cardio Neuro;;;
6798;HEMOCORACAO;Hemocromatose e coração, CI-Cardio Neuro;;Hemocromatose e coração;CI-Cardio Neuro;;;
6799;TAVICARD;TAVI - Estenose aórtica em idosos, CI-Cardio Neuro;;TAVI - Estenose aórtica em idosos;CI-Cardio Neuro;;;
6800;SINCOPEECORACAO;Síncope e coração, CI-Cardio Neuro;;Síncope e coração;CI-Cardio Neuro;;;
6801;CORACAOATLETA;Coração de atleta, CI-Cardio Neuro;;Coração de atleta;CI-Cardio Neuro;;;
6802;AVALRISCARD;Avaliação de risco cirúrgico, para cirurgia não cardíaca, CI-Cardio Neuro;;Avaliação de risco cirúrgico;para cirurgia não cardíaca;CI-Cardio Neuro;;
6817;IGHLLC;Análise de hipermutação somática do IGH, Para LLC, Vários Materiais;Análise de hipermutação somática do IGH;;Para LLC;;;
6818;ANEST6;Anestesia, para procedimentos de Otorrino;Anestesia;;para procedimentos de Otorrino;;;
6820;USRENAL;Ultrassonografia, Rins e Bexiga;;Ultrassonografia;;Rins e Bexiga;;
6821;SEDSV;Sedimento urinário, urina colhida por sonda vesical de alívio;Sedimento urinário;;;;;urina colhida por sonda vesical de alívio
6822;BUSSULFAN;Dosagem sérica de Bussulfan;Dosagem sérica de Bussulfan;;;;;
6823;ONCOTYPEMAMA;Oncotype, Mamario Invasivo;Oncotype;;Mamario Invasivo;;;
6824;ONCOTYPECAIS;Oncotype, Mamario IN SITU;Oncotype;;Mamario IN SITU;;;
6825;ONCOTYPEPROST;Oncotype, de Prostata;Oncotype;;de Prostata;;;
6826;ONCOTYPECOLON;Oncotype, Adenocarcinoma  Invasivo;Oncotype;;Adenocarcinoma  Invasivo;;;
6827;APLARI;Amostra em lâmina, para análise oncotype, bloco de parafina;Amostra em lâmina;;para análise oncotype;;;bloco de parafina
6828;ECOCONTRASTE;Ecocardiograma, com contraste;;Ecocardiograma;com contraste;;;
6829;BRCA1;BRCA1, Mutação do gene, sangue total;BRCA1;;Mutação do gene;;;sangue total
6830;BRCA2;BRCA2, Mutação do gene, sangue total;BRCA2;;Mutação do gene;;;sangue total
6831;BRCA1FAM;BRCA1, Pesquisa de mutação específica familiar para gene, sangue total;BRCA1;;Pesquisa de mutação específica familiar para gene;;;sangue total
6832;BRCA2FAM;BRCA2FAM, Pesquisa de mutação específica familiar para gene, sangue total;BRCA2FAM;;Pesquisa de mutação específica familiar para gene;;;sangue total
6834;CORONAMERS;Identificação Molecular do, Coronavírus MERS, Vários Materiais;Identificação Molecular do;;Coronavírus MERS;;;
6835;TCTORAXPERFUSAO;Tomografia computadorizada, para avaliação de perfusão pulmonar, torax;;Tomografia computadorizada;para avaliação de perfusão pulmonar;torax;;
6838;ZIKAVPCR;Zika vírus, detecção do RNA por PCR em tempo real, Vários Materiais;Zika vírus;;detecção do RNA por PCR em tempo real;;;
6839;LACTPCR;Intolerância à lactose, Teste Molecular, sangue periférico;Intolerância à lactose ;;Teste Molecular;;;sangue periférico
6840;NOTCH1;NOTCH 1, Mutação do gene, pesquisa, Vários Materiais;NOTCH 1;;Mutação do gene, pesquisa;;;
6841;AAGP210;Gp210, Autoanticorpos, soro;Gp210;;Autoanticorpos;;;soro
6842;ECOSTRAIN;Ecocardiograma, com análise de strain, miocárdico;;Ecocardiograma;com análise de strain;miocárdico;;
6846;ZIKAVIGM;Zikavirus, Anticorpo IgM, soro;Zikavirus;;Anticorpo IgM;;;soro
6847;ZIKAVIGG;Zikavirus, Anticorpo IgG, soro;Zikavirus;;Anticorpo IgG;;;soro
6849;BUTADIENO;1,2 Dihidroxi-4 (N-Acetilcistenil), Butano, urina;1,2 Dihidroxi-4 (N-Acetilcistenil);;Butano;;;urina
6850;ZIKAVLA;Zikavirus, Detecção por PCR, líquido amniótico;Zikavirus;;Detecção por PCR;;;líquido amniótico
6851;AAC1Q;Anti C1Q, Anticorpos, soro;Anti C1Q;;Anticorpos;;;soro
6852;TRANSFISO;Transferrina, Focalização isoelétrica, soro;Transferrina;;Focalização isoelétrica;;;soro
6853;AACHIKV;Vírus Chikungunya, Anticorpos IgG e IgM, soro;Vírus Chikungunya;;Anticorpos IgG e IgM;;;soro
6857;ZTESTEPCR;TESTE, ZIKA VÍRUS NA URINA;TESTE;;ZIKA VÍRUS NA URINA;;;
6858;TCTORAXRAST;Tomografia computadorizada, rastreamento de cancer, Pulmão;;Tomografia computadorizada;rastreamento de cancer;Pulmão;;
6860;VITB3;Vitamina B3, (Niacina), soro;Vitamina B3;;(Niacina);;;soro
6861;TNF;Fator de necrose tumoral, soro;;;Fator de necrose tumoral;;;soro
6863;AASCHISTOG;Schistosoma, Anticorpo IgG, soro;Schistosoma;;Anticorpo IgG;;;soro
6864;TCCONTRASTE2;Contraste, para Tomografia Computadorizada 2;Contraste;para Tomografia Computadorizada 2;;;;
6866;IL-6;Interleucina 6, soro;Interleucina 6;;;;;soro
6867;REFMIS2;Prova de refeição Mista, de 2 horas, soro;Prova de refeição Mista;;de 2 horas;;;soro
6868;TP53;TP53, Mutação do gene, Vários Materiais;TP53;;Mutação do gene;;;
6869;TCARTEMMII;Angiotomografia, arterial de membro inferior;;Angiotomografia;;arterial de membro inferior;;
6870;TCARTEMS;Angiotomografia, arterial de membro superior;;Angiotomografia;;arterial de membro superior;;
6871;TCARTEPELVE;Angiotomografia, arterial de pelve;;Angiotomografia;;arterial de pelve;;
6872;TCVENMMII;Angiotomografia, venosa de membro inferior;;Angiotomografia;;venosa de membro inferior;;
6873;TCVENMS;Angiotomografia, venosa de membro superior;;Angiotomografia;;venosa de membro superior;;
6875;REFINS;Insulina, após estímulo de refeição - REFMIS;Insulina;;após estímulo de refeição - REFMIS;;;
6876;REFPEPT;Peptideo, após estímulo de refeição - REFMIS;Peptideo;;após estímulo de refeição - REFMIS;;;
6877;REFGLIC;Glicose, após estímulo de refeição - REFMIS;Glicose;;após estímulo de refeição - REFMIS;;;
6878;TCARTEMMSS;Angiotomografia, arterial de membros superiores;;Angiotomografia;;arterial de membros superiores;;
6879;TCVENMMSS;Angiotomografia, venosa dos membros superiores;;Angiotomografia;;venosa dos membros superiores;;
6880;CONSEDFIT;Consulta Check-up, com Educador Físico;Consulta Check-up;;com Educador Físico;;;
6881;LCTPCR;Teste molecular, para intolerância à Lactose, sangue periférico;Teste molecular;;para intolerância à Lactose;;;sangue periférico
6882;RMVENMMSS;Ressonância magnética, venosa dos membros superiores;;Ressonância magnética;;venosa dos membros superiores;;
6883;RMVENMMII;Ressonância magnética, venosa dos membros inferiores;;Ressonância magnética;;venosa dos membros inferiores;;
6884;CTF;Colesterol total , frações e triglicérides;;;Colesterol total , frações e triglicérides;;;
6885;USGESTNUCALD;Usom Obstetrico, com avaliação da translucência nucal com doppler;;Usom Obstetrico;com avaliação da translucência nucal com doppler;;;
6887;USGESTNUCAL;Ultrassonografia obstétrica, com avaliação da TN;;Ultrassonografia obstétrica;com avaliação da TN;;;
6888;BRCA1MLPA;BRCA1MLPA, Análise separada de duplicações e inserções MLPA, sangue total;BRCA1MLPA;;Análise separada de duplicações e inserções MLPA;;;sangue total
6889;BRCA2MLPA;BRCA2MLPA, Inserções e deleções no gene BRCA2, sangue total;BRCA2MLPA;;Inserções e deleções no gene BRCA2;;;sangue total
6891;BDGLUCAN;1,3 BETA D GLUCANA, soro;1,3 BETA D GLUCANA;;;;;soro
6892;TGMS;Tiroglobulina, por LC - MS/MS, soro;Tiroglobulina;;por LC - MS/MS;;;soro
6893;RASTCORANV;IgE Específico, Corante Vermelho Carmin, soro;IgE Específico;;Corante Vermelho Carmin;;;soro
6894;EMGFACE;Eletroneuromiografia, facial;;Eletroneuromiografia;;facial;;
6895;EMGMMII;Eletroneuromiografia, membros inferiores;;Eletroneuromiografia;;membros inferiores;;
6896;EMGMMSS;Eletroneuromiografia, membros superiores;;Eletroneuromiografia;;membros superiores;;
6897;EMG4M;Eletroneuromiografia, Quatro membros;;Eletroneuromiografia;;Quatro membros;;
6898;EMGSEGE;Eletroneuromiografia, Segmento especial;;Eletroneuromiografia;;Segmento especial;;
6899;EMGGP;Eletroneuromiografia, Gênito perineal;;Eletroneuromiografia;;Gênito perineal;;
6902;SINTETASE;Painel de Anticorpos, Anti Sintetase, soro;Painel de Anticorpos;;Anti Sintetase;;;soro
6903;ANTISLA;Antígeno Hepático Solúvel - SLA, Autoanticorpos, soro;Antígeno Hepático Solúvel - SLA ;;Autoanticorpos;;;soro
6904;AAPCARB;Antipeptideos Carbamilados, Anticorpos, Sangue;Antipeptideos Carbamilados;;Anticorpos;;;Sangue
6905;MIBICICLO;Cintilografia de perfusão do miocárdio, associada à bicicleta estacionária;;Cintilografia de perfusão do miocárdio;associada à bicicleta estacionária;;;
6906;PEP-COLON;Cancer de Colon, Adenocarcinoma  Invasivo, programa PEP, bloco de parafina;Cancer de Colon;;Adenocarcinoma  Invasivo, programa PEP;;;bloco de parafina
6907;PEP-PROST;Cancer de Prostata, Programa PEP, bloco de parafina;Cancer de Prostata;;Programa PEP;;;bloco de parafina
6908;GASOPRART;Gasometria e Eletrólitos, arterial, sangue arterial;Gasometria e Eletrólitos;;arterial;;;sangue arterial
6909;GASOPRVEN;Gasometria e Eletrólitos, venosa, sangue venoso;Gasometria e Eletrólitos;;venosa;;;sangue venoso
6910;CORTGLU;Cortisol, após estímulo com Glucagon, soro;Cortisol;;após estímulo com Glucagon;;;soro
6911;PEP-MAMA;Carcinoma, Mamario Invasivo, programa PEP, bloco de parafina;Carcinoma;;Mamario Invasivo, programa PEP;;;bloco de parafina
6912;PEP-CAIS;Carcinoma, Mamario In Situ, programa PEP, bloco de parafina;Carcinoma;;Mamario In Situ, programa PEP;;;bloco de parafina
6913;REFMIS3;Prova de refeição Mista, 3 horas, soro;Prova de refeição Mista;;3 horas;;;soro
6914;REFMIS4;Prova de refeição Mista, 4 horas, soro;Prova de refeição Mista;;4 horas;;;soro
6915;REFMIS5;Prova de refeição Mista, de 5 horas, soro;Prova de refeição Mista;;de 5 horas;;;soro
6916;TXONCOTYPE;Taxa para siglas, Oncotypes;Taxa para siglas ;;Oncotypes;;;
6917;USGESTARBRA;Ultra-som Obstétrica, com doppler-terceiro trimestre;;Ultra-som Obstétrica;com doppler-terceiro trimestre;;;
6918;PRICKINAL;Prick, Inalantes;;Prick;Inalantes;;;
6919;PRICKALIM;Prick, para Alimentos;;Prick;para Alimentos;;;
6920;PATCHPADR;Patch, para dermatite de contato, bateria padrão;;Patch;para dermatite de contato;bateria padrão;;
6921;PATCHCOSM;Patch, para dermatite de contato, cosméticos;;Patch;para dermatite de contato;cosméticos;;
6922;HNF-ANTIXA;Anti-Xa, para heparina não fracionada (HNF), sangue total;Anti-Xa;;para heparina não fracionada (HNF);;;sangue total
6923;HIVINTEGRASE;HIV-1, INTEGRASE GENOTIPAGEM, plasma;HIV-1;;INTEGRASE GENOTIPAGEM;;;plasma
6924;RMPLEXOBRAQ;Ressonância magnética, Plexo Braquial;;Ressonância magnética;;Plexo Braquial;;
6925;RMPLEXOSACR;Ressonância magnética, Plexo Sacral;;Ressonância magnética;;Plexo Sacral;;
6926;G6PDPAINEL;Painel de 5 mutações do gene G6PD, Teste Molecular, sangue total;Painel de 5 mutações do gene G6PD;;Teste Molecular;;;sangue total
6931;HTTPCR;Coréia de Huntington, sangue total;Coréia de Huntington;;;;;sangue total
6932;MMACHCSEQ;Acidemia Matilmalônica Tipo C, Análise Molecular, sangue total;Acidemia Matilmalônica Tipo C;;Análise Molecular;;;sangue total
6934;CREBBPSEQ;Síndrome de Rubinstein-Taybi, Gene CREBBP - Teste Molecular, sangue total;Síndrome de Rubinstein-Taybi;;Gene CREBBP - Teste Molecular;;;sangue total
6935;HMBSSEQ;Porfiria Aguda Intermitente, Gene HMBS - Teste Molecular, sangue total;Porfiria Aguda Intermitente;;Gene HMBS - Teste Molecular;;;sangue total
6936;NF1SEQ;Neurofibromatose Tipo I, Análise do NF1 e SPRED1, Teste Molecular, sangue total;Neurofibromatose Tipo I;;Análise do NF1 e SPRED1, Teste Molecular;;;sangue total
6937;RB1SEQ;Retinoblastoma Hereditário, Teste Molecular, sangue total;Retinoblastoma Hereditário;;Teste Molecular;;;sangue total
6938;FSHDDEL;Análise de Deleções, Associadas à Distrofia Facio Escapulo Umeral, sangue total;Análise de Deleções;;Associadas à Distrofia Facio Escapulo Umeral;;;sangue total
6939;PMP22MLPA;Neuropatia hereditária, Suscetibilidade à Paralisia por Pressão, sangue total;Neuropatia hereditária;;Suscetibilidade à Paralisia por Pressão;;;sangue total
6940;NOTCH3SEQ;Cadasil, Análise do Gene NOTCH3 - Teste Molecular, sangue total;Cadasil;;Análise do Gene NOTCH3 - Teste Molecular;;;sangue total
6941;QTLONGO13SEQ;Síndrome QTLONGO, Painel com 13 Genes, Vários Materiais;Síndrome QTLONGO;;Painel com 13 Genes;;;
6942;FPERIODICA21SEQ;Síndrome Febre Periodica, Painel com 21 Genes, Vários Materiais;Síndrome Febre Periodica;;Painel com 21 Genes;;;
6943;PANK2SEQ;Neurodegeneração, Acúmulo de Ferro Tipo I, Análise Molecular, sangue total;Neurodegeneração;;Acúmulo de Ferro Tipo I, Análise Molecular;;;sangue total
6944;CFTRSEQ;Fibrose cística, Sequencimaneto completo, Teste Molecular, sangue total;Fibrose cística;;Sequencimaneto completo, Teste Molecular;;;sangue total
6945;DENGUEGCONF;Dengue, anticorpo IgG, confirmação, soro;Dengue;;anticorpo IgG, confirmação;;;soro
6946;DENGUEMCONF;Dengue, Anticorpo IgM, confirmação, soro;Dengue;;Anticorpo IgM, confirmação;;;soro
6947;POSTURA;Teste de Postura, Sangue;Teste de Postura;;;;;Sangue
6949;DEXAMET;Dexametasona, soro;Dexametasona;;;;;soro
6950;AARICKIF;Febre Maculosa (Rickettsia Rickettsi), Anticorpos IgG e IgM, soro;Febre Maculosa (Rickettsia Rickettsi);;Anticorpos IgG e IgM;;;soro
6951;ALACHRBLOQ;Acetilcolina, anticorpos bloqueadores do receptor, soro;Acetilcolina;;anticorpos bloqueadores do receptor;;;soro
6952;FOSFINOSITOL;Fosfatidilinositol, Anticorpos IgG, IgA e IgM, soro;Fosfatidilinositol;;Anticorpos IgG, IgA e IgM;;;soro
6953;AAADRENAL;anticorpos anti-adrenal, soro;anticorpos anti-adrenal;;;;;soro
6954;LACOSAM;Lacosamida, soro;Lacosamida;;;;;soro
6955;MI-2;MI-2, Autoanticorpos, soro;MI-2;;Autoanticorpos;;;soro
6956;AACRYPTO;Cryptococcus neoformans, Anticorpos totais, soro;Cryptococcus neoformans;;Anticorpos totais;;;soro
6957;HTLVPCR;HTLV I e HTLV II, Detecção qualitativa do DNA, PCR em tempo real, Sangue;HTLV I e HTLV II;;Detecção qualitativa do DNA, PCR em tempo real;;;Sangue
6958;AAHHV6;Herpes vírus tipo 6, Anticorpos IgG e IgM, soro;Herpes vírus tipo 6;;Anticorpos IgG e IgM;;;soro
6959;A2ANTIPLA;Alfa-2-Antiplasmina, plasma;Alfa-2-Antiplasmina;;;;;plasma
6960;VEGFA;Fator de crescimento do endotélio vascular (VEGF), plasma;Fator de crescimento do endotélio vascular (VEGF);;;;;plasma
6961;AAHU;HU, anti-nuclear neuronal, anticorpo, soro;HU, anti-nuclear neuronal;;anticorpo;;;soro
6962;PAI1AG;Antígeno do inibidor do ativador de plasminogênio, plasma;Antígeno do inibidor do ativador de plasminogênio ;;;;;plasma
